Extensive Reading Foundation Graded Reader List																												
Cambridge U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data									Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEFR level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN C (ebook)	Audio available free online	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
CERS	Cambridge U. Press	Dirty Money	Leather, Sue 	Cambridge English Readers	Starter/Beginner	250 	Beginner (H)	pre-A1	1.2-1.4	2,093 		A		Y	3	F	Thriller	Adult/ Young Adult	9780521683340	9780521683333				Yes			Y	
CERS	Cambridge U. Press	Girl at the Window, The	Moses, Antoinette 	Cambridge English Readers	Starter/Beginner	250 	Beginner (H)	pre-A1	1.2-1.4	2,187 		A		Y	3	F	Ghost Story	Adult/ Young Adult	9780521705868	9780521705851				Yes			Y	
CERS	Cambridge U. Press	Let Me Out!	Moses, Antoinette 	Cambridge English Readers	Starter/Beginner	250 	Beginner (H)	pre-A1	1.2-1.4	2,032 		A		Y	3	F	Science Fiction	Adult/ Young Adult	9780521683302	9780521683296				Yes			Y	LLLA WINNER 2007
CERS	Cambridge U. Press	Penang File,The 	Macandrew, Richard 	Cambridge English Readers	Starter/Beginner	250 	Beginner (H)	pre-A1	1.2-1.4	2,043 		A		Y	3	F	Thriller	Adult/ Young Adult	9780521683326	9780521683319				Yes			Y	
CERS	Cambridge U. Press	What a Lottery!	Campbell, Colin 	Cambridge English Readers	Starter/Beginner	250 	Beginner (H)	pre-A1	1.2-1.4	2,127 		A		Y	3	F	Comedy	Adult/ Young Adult	9780521683289	9780521683272				Yes			Y	
CERS	Cambridge U. Press	Why?	Prowse, Philip 	Cambridge English Readers	Starter/Beginner	250 	Beginner (H)	pre-A1	1.2-1.4	2,143 		A		Y	3	F	Human Interest	Adult/ Young Adult	9780521732963	9780521732956			9780511434136	Yes			Y	LLLA WINNER 2009
CER1	Cambridge U. Press	Bad Love	Leather, Sue 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,027 		A		Y	4	F	Murder Mystery	Adult/ Young Adult	9780521686280	9780521536530			9780511141485	Yes			Y	
CER1	Cambridge U. Press	Big Picture, The	Leather, Sue 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	3,490 		A		Y	4	F	Thriller	Adult/ Young Adult	9780521686310	9780521798464			9780511141522	Yes			Y	
CER1	Cambridge U. Press	Blood Diamonds	MacAndrew, Richard 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,727 		A		Y	4	F	Crime	Adult/ Young Adult	9780521686365	9780521536578			9780511141430	Yes			Y	
CER1	Cambridge U. Press	Caribbean File, The	MacAndrew, Richard	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,188 		A		Y	4	F	Adventure	Adult/ Young Adult	9781107674257					Yes			Y	LLLA FINALIST 2014
CER1	Cambridge U. Press	Don't Stop Now!	Prowse, Philip 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,553 		A		Y	4	F	Thriller	Adult/ Young Adult	9780521686525	9780521605649				Yes			Y	
CER1	Cambridge U. Press	Help!	Prowse, Philip 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,555 		A		Y	4	F	Comedy	Adult/ Young Adult	9780521794916	9780521656153			9780511141881	Yes			Y	
CER1	Cambridge U. Press	Hotel Casanova	Leather, Sue 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	3,787 		A		Y	4	F	Romance	Adult/ Young Adult	9780521686297	9780521649971				Yes			Y	
CER1	Cambridge U. Press	Inspector Logan	MacAndrew, Richard 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,153 		A		Y	4	F	Murder Mystery	Adult/ Young Adult	9780521686372	9780521750806			9780511141447	Yes			Y	
CER1	Cambridge U. Press	John Doe	Moses, Antoinette 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,446 		A		Y	4	F	Murder Mystery	Adult/ Young Adult	9780521794930	9780521656191			9780511141355	Yes			Y	
CER1	Cambridge U. Press	Just Like a Movie	Leather, Sue 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	3,798 		A		Y	4	F	Thriller	Adult/ Young Adult	9780521686303	9780521788137			9780511141508	Yes			Y	
CER1	Cambridge U. Press	Next Door To Love	Johnson, Margaret	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,620 		A		Y	4	F	Romance	Adult/ Young Adult	9780521686228	9780521605625			9780511141829	Yes			Y	
CER1	Cambridge U. Press	Parallel	Campbell, Colin 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,120 		A		Y	4	F	Thriller	Adult/ Young Adult	9780521686136	9780521536516			9780511141379	Yes			Y	
CER1	Cambridge U. Press	Ten Long Years	Alan Battersby	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	4,334 		A		Y	4	F	Thriller	Adult/ Young Adult	9781107621787	9781107656017				Yes			Y	
CER1	Cambridge U. Press	Three Tomorrows	Brennan, Frank 	Cambridge English Readers	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4-1.6	3,991 		A		Y	4	F	Short Stories	Adult/ Young Adult	9780521693783	9780521693776			9780511266898	Yes			Y	
CER2	Cambridge U. Press	Apollo's Gold	Moses, Antoinette 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	8,991 		A		Y	5	F	Adventure	Adult/ Young Adult	9780521794992	9780521775533			9780511141409	Yes			Y	
CER2	Cambridge U. Press	Bad Company	Richard MacAndrew	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,600 		E		Y	5	F	Thriller	Adult/ Young Adult	9780521179195	9781107656017			9781139065870	Yes			Y	
CER2	Cambridge U. Press	Circle Games	Brennan, Frank 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,680 		A		Y	5	F	Short stories	Adult/ Young Adult	9780521686099	9780521630702				Yes			Y	
CER2	Cambridge U. Press	Dark Side of the City, The	Alan Battersby	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,572 		A		Y	5	F		Adult/ Young Adult	9781107635616	9781107656017				Yes			Y	
CER2	Cambridge U. Press	Dead Cold	Leather, Sue 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,545 		A		Y	5	F	Murder Mystery	Adult/ Young Adult	9780521693929	9780521693790			9780511257872	Yes			Y	LLLA WINNER 2005
CER2	Cambridge U. Press	Different Worlds	Johnson, Margaret	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	8,650 		A		Y	5	F	Romance	Adult/ Young Adult	9780521686235	9780521536554			9780511141799	Yes			Y	
CER2	Cambridge U. Press	Double Bass Mystery, The	Harmer, Jeremy 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	8,392 		A		Y	5	F	Murder Mystery	Adult/ Young Adult	9780521794954	9780521656139			9780511141744	Yes			Y	
CER2	Cambridge U. Press	Jojo's Story	Moses, Antoinette 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,280 		A		Y	5	F	Human Interest	Adult/ Young Adult	9780521686457	9780521797542			9780511141362	Yes			Y	LLLA WINNER 2004
CER2	Cambridge U. Press	Logan's Choice	MacAndrew, Richard  	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,660 		A		Y	5	F	Murder Mystery	Adult/ Young Adult	9780521686389	9780521795067			9780511141454	Yes			Y	
CER2	Cambridge U. Press	Man from Nowhere, The	Smith, Bernard	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	8,410 		A		Y	5	F	Thriller	Adult/ Young Adult	9780521686549	9780521783613			9780511141591	Yes			Y	
CER2	Cambridge U. Press	New Zealand File, The	Richard MacAndrew	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,726 		A		Y	5	F	Thriller	Adult/ Young Adult	9780521136280	9780521136242			9780511630057	Yes			Y	
CER2	Cambridge U. Press	One Day	Naylor, Helen 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,726 		A		Y	5	F	Human Interest	Adult/ Young Adult	9780521714235	9780521714228				Yes			Y	LLLA Finalist 2009
CER2	Cambridge U. Press	Picture to Remember, A	Scott-Malden, Sarah 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	9,749 		A		Y	5	F	Thriller	Adult/ Young Adult	9780521795012	9780521664776			9780511141904	Yes			Y	
CER2	Cambridge U. Press	Superbird	Tomlinson, Brian 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	8,400 		A		Y	5	F	Science Fiction	Adult/ Young Adult	9780521794978	9780521656085			9780511141607	Yes			Y	
CER2	Cambridge U. Press	Within High Fences	Hancock, Penny 	Cambridge English Readers	2 Elementary/Lower Intermediate	800 	Elementary (H)	A2	2.6-2.8	7,659 		A		Y	5	F	Romance	Adult/ Young Adult	9780521686167	9780521605601			9780511141867	Yes			Y	LLLA Finalist 2006
CER3	Cambridge U. Press	Beast, The	Walker, Carolyn 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	13,866 		A		Y	6	F	Horror	Adult/ Young Adult	9780521686570	9780521750165			9780511141621	Yes			Y	
CER3	Cambridge U. Press	Double Cross	Prowse, Philip 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	14,950 		A		Y	6	F	Thriller	Adult/ Young Adult	9780521686532	9780521656177			9780511141874	Yes			Y	
CER3	Cambridge U. Press	Eye of the Storm, The	Loader, Mandy	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	14,146 		A		Y	6	F	Thriller	Adult/ Young Adult	9780521686358	9780521536592			9780511141775	Yes			Y	
CER3	Cambridge U. Press	House by the Sea, The	Aspinall, Patricia 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	15,919 		A		Y	6	F	Thriller	Adult/ Young Adult	9780521686587	9780521775786			9780511141836	Yes			Y	
CER3	Cambridge U. Press	How I Met Myself	Hill, David A 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	12,597 		A		Y	6	F	Ghost Story	Adult/ Young Adult	9780521686204	9780521750189			9780511141645	Yes			Y	
CER3	Cambridge U. Press	Ironing Man, The	Campbell, Colin 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	14,923 		A		Y	6	F	Romance	Adult/ Young Adult	9780521750820	9780521666213			9780511141386	Yes			Y	
CER3	Cambridge U. Press	Just Good Friends	Hancock, Penny 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	13,199 		A		Y	6	F	Romance	Adult/ Young Adult	9780521686174	9780521775335			9780511141850	Yes			Y	
CER3	Cambridge U. Press	Lahti File, The	MacAndrew, Richard 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	13,907 		A		Y	6	F	Thriller	Adult/ Young Adult	9780521795043	9780521750820			9780511141461	Yes			Y	
CER3	Cambridge U. Press	No Place to Hide	Alan Battersby	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	15,212 		A		Y	6	F	Thriller	Adult/ Young Adult	9781107621787	9780521173056			9781139065504	Yes			Y	
CER3	Cambridge U. Press	Not Above the Law	Richard MacAndrew	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	15,197 		A		Y	6	F		Adult/ Young Adult	9780521140966	9780521157681			9780511730658	Yes			Y	LLLA Finalist 2011
CER3	Cambridge U. Press	Puzzle for Logan, A	MacAndrew, Richard  	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	14,506 		A		Y	6	F	Murder Mystery	Adult/ Young Adult	9780521686396	9780521750202			9780511141423	Yes			Y	
CER3	Cambridge U. Press	Strong Medicine	Macandrew, Richard 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	13,720 		A		Y	6	F	Murder Mystery	Adult/ Young Adult	9780521693943	9780521693936			9780511257889	Yes			Y	LLLA Finalist 2007
CER3	Cambridge U. Press	Tales of the Supernatural	Brennan, Frank 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	15,814 		A		Y	6	F	Short Stories	Adult/ Young Adult	9780521686105	9780521542760			9780511141652	Yes			Y	LLLA Finalist 2005
CER3	Cambridge U. Press	Two Lives	Naylor, Helen 	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	14,404 		A		Y	6	F	Romance	Adult/ Young Adult	9780521795043	9780521795043			9780511141706	Yes			Y	
CER3	Cambridge U. Press	Wild Country	Johnson, Margaret	Cambridge English Readers	3 Lower Intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	15,144 		A		Y	6	F	Romance	Adult/ Young Adult	9780521713672	9780521713672			9780511363726	Yes			Y	
CER4	Cambridge U. Press	Amsterdam Connection, The 	Leather, Sue 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	19,110 		A		Y	7	F	Murder Mystery	Adult/ Young Adult	9780521795029	9780521795029			9780511141515	Yes			Y	
CER4	Cambridge U. Press	Berlin Express	Michael Austen	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	20,847 		A		Y	7	F	Thriller	Adult/ Young Adult	9780521175111	9780521174909			9780511764219	Yes			Y	
CER4	Cambridge U. Press	But Was It Murder?	Barrell, Jania	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	17,857 		A		Y	7	F	Murder Mystery	Adult/ Young Adult	9780521783590	9780521783590			9780511141737	Yes			Y	
CER4	Cambridge U. Press	Fruitcake Special and Other Stories, The	Brennan, Frank 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	18,036 		A		Y	7	F	Short Stories	Adult/ Young Adult	9780521783651	9780521783651			9780511141669	Yes			Y	
CER4	Cambridge U. Press	High Life, Low Life	Battersby, Alan	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	18,358 		A		Y	7	F	Thriller	Adult/ Young Adult	9780521788151	9780521788151			9780511141553	Yes			Y	
CER4	Cambridge U. Press	In the House	Johnson, Margaret	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	20,187 		A		Y	7	F	Romance	Adult/ Young Adult	9780521732246	9780521732246			9780511460319	Yes			Y	
CER4	Cambridge U. Press	Lady in White, The	Campbell, Colin 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	20,964 		A		Y	7	F	Ghost Story	Adult/ Young Adult	9780521666206	9780521666206			9780511141393	Yes			Y	
CER4	Cambridge U. Press	Love in the Lakes	Hancock, Penny	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	19,502 		A		Y	7	F	Romance	Adult/ Young Adult	9780521714600	9780521714600			9780511380914	Yes			Y	
CER4	Cambridge U. Press	Man Hunt	MacAndrew, Richard 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	20,497 		A		Y	7	F		Adult/ Young Adult	9781107692695	9780521714600				Yes			Y	LLLA WINNER 2013
CER4	Cambridge U. Press	Matter of Chance, A	Hill, David A.	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	17,892 		A		Y	7	F	Thriller	Adult/ Young Adult	9780521775526	9780521775526			9780511141638	Yes			Y	
CER4	Cambridge U. Press	Nothing but the Truth	Kershaw, George 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	19,986 		A		Y	7	F	Adventure	Adult/ Young Adult	9780521656238	9780521656238			9780511141683	Yes			Y	
CER4	Cambridge U. Press	Staying Together	Wilson, Judith	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	18,910 		A		Y	7	F	Romance	Adult/ Young Adult	9780521798488	9780521798488			9780511141768	Yes			Y	LLLA Finalist 2004
CER4	Cambridge U. Press	University Murders, The	MacAndrew, Richard 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	18,691 		A		Y	7	F	Murder Mystery	Adult/ Young Adult	9780521536608	9780521536608			9780511141478	Yes			Y	
CER4	Cambridge U. Press	When Summer Comes	Naylor, Helen 	Cambridge English Readers	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	21,914 		A		Y	7	F	Human Interest	Adult/ Young Adult	9780521656115	9780521656115			9780511141713	Yes			Y	
CER5	Cambridge U. Press	All I Want	Johnson, Margaret	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	24,318 		A		Y	8	F	Romance	Adult/ Young Adult	9780521794541				9780511141782	Yes			Y	
CER5	Cambridge U. Press	Better Late than Never	J. M. Newsome	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	24,595 		A		Y	8	F	Thriller	Adult/ Young Adult	9781107671492	9780521794541				Yes	2013		Y	
CER5	Cambridge U. Press	Death in the Dojo	Leather, Sue 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	20,873 		A		Y	8	F		Adult/ Young Adult	9780521656214	9780521656214			9780511141492	Yes			Y	
CER5	Cambridge U. Press	Dolphin Music	Moses, Antoinette 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	23,608 		A		Y	8	F	Future Thriller	Adult/ Young Adult	9780521666183	9780521666183			9780511141416	Yes			Y	
CER5	Cambridge U. Press	Dragon's Eggs	J.M. Newsome	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	25,405 		A		Y	8	F	Human Interest	Adult/ Young Adult	9780521179041	9780521132640				Yes			Y	LLLA WINNER 2011
CER5	Cambridge U. Press	East 43rd Street	Battersby, Alan	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	22,502 		A		Y	8	F	Thriller	Adult/ Young Adult	9780521783637	9780521783637			9780511141546	Yes			Y	
CER5	Cambridge U. Press	Emergency Murder	McGiffin, Janet 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	20,514 		A		Y	8	F		Adult/ Young Adult	9780521536622	9780521536622			9780511141720	Yes			Y	
CER5	Cambridge U. Press	Forget to Remember	Maley, Alan 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	24,999 		A		Y	8	F	Human Interest	Adult/ Young Adult	9780521184915	9780521184922			9781139119801	Yes			Y	
CER5	Cambridge U. Press	In the Shadow of the Mountain	Naylor, Helen 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	22,483 		A		Y	8	F	Human Interest	Adult/ Young Adult	9780521775519	9780521775519			9780511141690	Yes			Y	
CER5	Cambridge U. Press	Jungle Love	Johnson, Margaret	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	23,442 		A		Y	8	F	Romance	Adult/ Young Adult	9780521750844	9780521750844			9780511141805	Yes			Y	
CER5	Cambridge U. Press	Murder by Art	McGiffin, Janet	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	22,922 		A		Y	8	F	Murder Mystery	Adult/ Young Adult	9780521736541	9780521736541				Yes			Y	
CER5	Cambridge U. Press	Sugar Glider, The	Neilsen, Rod 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	22,922 		A		Y	8	F	Adventure	Adult/ Young Adult	9780521536615	9780521536615			9780511141898	Yes			Y	
CER5	Cambridge U. Press	Tangled Web, A	Maley, Alan 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	25,813 		A		Y	8	F	Thriller	Adult/ Young Adult	9780521536646	9780521536646			9780511141577	Yes			Y	LLLA Finalist 2005
CER5	Cambridge U. Press	Windows of the Mind	Brennan, Frank 	Cambridge English Readers	5 Upper Intermediate	2,800 	Advanced (E)	B2	5.5-6.0	25,649 		A		Y	8	F	Short Stories	Adult/ Young Adult	9780521750141	9780521750141			9780511141676	Yes			Y	
CER6	Cambridge U. Press	Best of Times?, The	Alan Maley	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	31,120 		A		Y	9	F	Human Interest	Adult/ Young Adult	9780521735469	9780521735452			9780511910692	Yes			Y	LLLA WINNER 2010
CER6	Cambridge U. Press	Dangerous Sky, A	Austen, Michael	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	29,276 		A		Y	9	F	Human Interest	Adult/ Young Adult	9781107694057	9781107694057				Yes			Y	LLLA WINNER 2014
CER6	Cambridge U. Press	Deadly Harvest	Walker, Carolyn  	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	27,097 		A		Y	9	F	Murder Mystery	Adult/ Young Adult	9780521686563	9780521686563			9780511141614	Yes			Y	
CER6	Cambridge U. Press	Frozen Pizza and Other Slices of Life	Moses, Antoinette	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	26,463 		A		Y	9	F	Human Interest	Adult/ Young Adult	9780521750783	9780521750783			9780511141348	Yes			Y	
CER6	Cambridge U. Press	He Knows Too Much	Maley, Alan 	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	29,535 		A		Y	9	F	Human Interest	Adult/ Young Adult	9780521656078	9780521656078			9780511141584	Yes			Y	
CER6	Cambridge U. Press	Love for Life, A	Hancock, Penny 	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	28,441 		A		Y	9	F	Human Interest	Adult/ Young Adult	9780521799461	9780521799461			9780511141843	Yes			Y	
CER6	Cambridge U. Press	Murder Maker	Johnson, Margaret	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	28,213 		A		Y	9	F	Thriller	Adult/ Young Adult	9780521536639	9780521536639			9780511141812	Yes			Y	
CER6	Cambridge U. Press	Nelson's Dream	Newsome, J.M.	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	29,299 		A		Y	9	F	Human Interest	Adult/ Young Adult	9780521716048	9780521716048			9780511402302	Yes			Y	LLLA WINNER 2009
CER6	Cambridge U. Press	Solo Saxophone	Jeremy Harmer	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	29,629 		A		Y	9	F	Human Interest	Adult/ Young Adult	9780521182959	9780521182959				Yes				LLLA Finalist 2012
CER6	Cambridge U. Press	This Time it's Personal	Battersby, Alan	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	26,043 		A		Y	9	F	Thriller	Adult/ Young Adult	9780521798440	9780521798440			9780511141560	Yes			Y	
CER6	Cambridge U. Press	Trumpet Voluntary	Harmer, Jeremy 	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	29,451 		A		Y	9	F		Adult/ Young Adult	9780521799461	9780521666190			9780511141751	Yes			Y	
CER6	Cambridge U. Press	Way Home, The	Leather, Sue 	Cambridge English Readers	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	30,447 		A		Y	9	F	Short Stories	Adult/ Young Adult	9780521543620	9780521543620			9780511141539	Yes			Y	
CDRS	Cambridge U. Press	Gone!	Margaret Johnson	Cambridge Experience Readers (formerly "Discovery Readers")	Starter/Beginner	250 	Beginner (H)	A1	1.0	1,975 		A		Y	3	F	Fantasy	Teen	9788483235096	9780521149044				Yes			Y	LLLA Finalist 2010
CDRS	Cambridge U. Press	LIttle Trouble in California, A	Richard MacAndrew	Cambridge Experience Readers (formerly "Discovery Readers")	Starter/Beginner	250 	Beginner (H)	A1	1.0	2,211 		E		Y	3	F	Human Interest	Teen	9788483239827	9788483238097				Yes			Y	LLLA Finalist 2012
CDRS	Cambridge U. Press	Quick Change	Margaret Johnson	Cambridge Experience Readers (formerly "Discovery Readers")	Starter/Beginner	250 	Beginner (H)	A1	1.0	2,000 		E		Y	3	F	Fantasy	teen	9788483238097					Yes			Y	
CDR1	Cambridge U. Press	Amazing Young Sports People	Nandy Loader	Cambridge Experience Readers (formerly "Discovery Readers")	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4	3,747 		A		Y	4	NF	Factual	teen	9788483235720	9780521148993				Yes			Y	
CDR1	Cambridge U. Press	Harry's Holiday	Antoinette Moses	Cambridge Experience Readers (formerly "Discovery Readers")	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4	4,356 		E		Y	4	F	Human Interest	teen	9788483238356	9788483238585				Yes			Y	LLLA WINNER 2012
CDR1	Cambridge U. Press	Little Trouble in Dublin, A	Richard MacAndrew	Cambridge Experience Readers (formerly "Discovery Readers")	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4	4,000 		E		Y	4	F	Adventure	teen	9788483236956					Yes			Y	LLLA WINNER 2011
CDR1	Cambridge U. Press	Spider Boy	Margaret Johnson	Cambridge Experience Readers (formerly "Discovery Readers")	1 Beginner/Elementary	400 	Elementary (E)	A1						y		F	Human Interest		9781107690615					Yes				
CDR1	Cambridge U. Press	Summer Sounds	Marla Bentley	Cambridge Experience Readers (formerly "Discovery Readers")	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4	4,135 		E		Y	4	F	Adventure	teen	9788483239957					Yes	2014		Y	
CDR1	Cambridge U. Press	Vinnie's Vacation	Antoinette Moses	Cambridge Experience Readers (formerly "Discovery Readers")	1 Beginner/Elementary	400 	Elementary (E)	A1	1.4	4,387 		E	48	Y	4	F	Human Interest	teen	9781107621305					Yes	2012	2012	Y	
CDR2	Cambridge U. Press	As Others See Us	Nicola Prentis	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2						y		F	Fantasy		9781107699199					Yes	2014			
CDR2	Cambridge U. Press	Ask Alice	Margaret Johnson	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	7,936 		E		Y	5	F	Human Interest	teen	9788483236161	9788483239582				Yes			Y	LLLA Finalist 2012
