Extensive Reading Foundation Graded Reader List																											
Oxford U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (book only,  no CD/CD-ROM)	ISBN B (with audio CD) (Dominoes & Classic Tales w/ CD/CD-ROM) 	ISBN C (wtih MP3 CD)	ISBN D (eBook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
OBW5	Oxford U. Press	Garden Party and Other Stories, The	Katherine Mansfield, Retold by Rosalie Kerr	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,665 		A		Y	8 	F	Human Interest	teen & adult	978 0 19 4792240	978 0 19 479337 7	9780194621229			2008		Y	Audio-BrE
OBW5	Oxford U. Press	Ghost Stories	Retold by Rosemary Border	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,720 		A		Y	8 	F	Fantasy and Horror	teen & adult	978 0 19 4792257	978 0 19 479338 4				2008		Y	Audio-BrE
OBW5	Oxford U. Press	Great Expectations	Charles Dickens, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,045 		A		Y	8 	F	Classics	teen & adult	978 0 19 4792264	978 0 19 479339 1	9780194621175			2008		Y	Audio-BrE
OBW5	Oxford U. Press	Great Gatsby, The	Scott Fitzgerald	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	23,445 		A		N	8 	F	Classics	teen & adult	978 0 19 478617 1	978 0 19 478608 9	9780194621168			2013		Y	Audio-BrE
OBW5	Oxford U. Press	Heat and Dust	Ruth Prawer Jhabvala, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,125 		A		Y	8 	F	Human Interest	teen & adult	978 0 19 4792271					2008		Y	
OBW5F	Oxford U. Press	History of the English Language, The		Oxford Bookworms Library: Factfiles	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	16,753 		A		Y	8 	NF		teen & adult								N	
OBW5	Oxford U. Press	I, Robot - Short Stories	Isaac Asimov, Retold by Rosemary Border	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,500 		A		Y	8 	F	Fantasy and Horror	teen & adult	978 0 19 4792288					2008		Y	
OBW5	Oxford U. Press	Jeeves and Friends - Short Stories	P. G. Wodehouse, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,670 		A		S	8 	F	Human Interest	teen & adult	978 0 19 4792295					2008		Y	
OBW5	Oxford U. Press	King's Ransom	Ed McBain, Retold by Rosalie Kerr	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,330 		A		Y	8 	F	Crime and Mystery	teen & adult	978 0 19 4792301	978 0 19 479340 7				2008		Y	Audio-AmE
OBW5		Little Dorrit	Charles Dickens, Retold by Rowena Akinyemi	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	25,189 		A			8 	F	Human Interest		9780194238090	9780194238076	9780194638098				2015	Y	Audio-BrE
OBW5		Merchant of Venice, The	William Shakespeare, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	25,189 		A			8 	F	Classics		9780194209717		9780194621205				2016	Y	Audio-BrE
OBW5	Oxford U. Press	Riddle of the Sands, The	Erskine Childers, Retold by Peter Hawkins	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,885 		A		Y	8 	F	Thriller and Adventure	teen & adult	978 0 19 4792318		9780194638104			2008		Y	Audio-BrE
OBW5	Oxford U. Press	Sense and Sensibility	Jane Austen, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,345 		A		Y	8 	F	Classics	teen & adult	978 0 19 4792332 9780194611429  (New artwork)	978 0 19 479342 1	9780194621199			2008		Y	Audio-BrE
OBW5	Oxford U. Press	This Rough Magic	Mary Stewart, Retold by Diane Mowat	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,750 		A		Y	8 	F	Thriller and Adventure	teen & adult	978 0 19 4792325	9780194794640				2008		Y	Audio-BrE
OBW5	Oxford U. Press	Treading on Dreams: Stories from Ireland	Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	25,395 		A		Y	8 	F	World Stories	teen & adult	978 0 19 4791960	978 0 19 479278 3				2008		Y	Audio-BrE
OBW5	Oxford U. Press	Wuthering Heights	Emily Bronte, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	23,180 		A		Y	8 	F	Classics	teen & adult	978 0 19 4792349	978 0 19 479344 5	9780194621182			2008		Y	Audio-BrE
OBW6	Oxford U. Press	American Crime Stories	Retold by John Escott	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	26,500 		A		Y	9 	F	Crime and Mystery	teen & adult	978 0 19 4792530	978 0 19 479345 2				2008		Y	Audio-AmE
OBW6	Oxford U. Press	Barchester Towers	Anthony Trollope, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	29,520 		A		Y	9 	F	Classics	teen & adult	978 0 19 4792547		9780194638111			2008		Y	LLLA Finalist 2007, Audio-BrE
OBW6	Oxford U. Press	Cold Comfort Farm	Stella Gibbons, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	32,850 		A		Y	9 	F	Human Interest	teen & adult	978 0 19 4792554					2008		Y	
OBW6	Oxford U. Press	Cry Freedom	John Briley, Retold by Rowena Akinyemi	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	29,420 		A		Y	9 	NF	True Stories	teen & adult	978 0 19 4792561					2008		Y	LLLA Finalist 2004
OBW6	Oxford U. Press	Deadheads	Reginald Hill, Retold by Rosalie Kerr	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	26,640 		A		Y	9 	F	Crime and Mystery	teen & adult	978 0 19 4792578					2008		Y	
OBW6	Oxford U. Press	Decline and Fall	Evelyn Waugh, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	31,245 		A		Y	9 	F	Human Interest	teen & adult	978 0 19 4792585					2008		Y	
OBW6	Oxford U. Press	Dublin People - Short Stories	Maeve Binchy, Retold by JSB	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	26,580 		A		Y	9 	F	Human Interest	teen & adult	978 0 19 4792592					2008		Y	
OBW6		Dubliners	James Joyce, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	31,238 		A			9 	F	Human Interest	teen & adult	9780194238137	9780194238120	9780194638128				2014	Y	Audio-BrE
OBW6	Oxford U. Press	Enemy, The	Desmond Bagley, Retold by Ralph Mowat	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	28,850 		A		Y	9 	F	Thriller and Adventure	teen & adult	978 0 19 4792608	978 0 19 479346 9				2008		Y	Audio-BrE
OBW6	Oxford U. Press	Fly and Other Horror Stories, The	Retold by John Escott	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	28,930 		A		Y	9 	F	Fantasy and Horror	teen & adult	978 0 19 4792615					2008		Y	
OBW6	Oxford U. Press	Gazing at Stars: Stories From Asia	Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	28,539 		A		N	9 	F	World Stories	teen & adult	978 0 19 479420 6	978 0 19 479419 0				2011		Y	Audio-BrE
OBW6	Oxford U. Press	Jane Eyre	Charlotte Bronte, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	31,360 		A		Y	9 	F	Classics	teen & adult	978 0 19 4792622	978 0 19 479347 6	9780194621267			2008		Y	Audio-BrE
OBW6	Oxford U. Press	Joy Luck Club, The	Amy Tan, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	31,120 		A		Y	9 	F	Human Interest	teen & adult	978 0 19 4792639					2008		Y	
OBW6	Oxford U. Press	Meteor and Other Stories	John Wyndham, Retold by Patrick Nobes	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	26,380 		A		Y	9 	F	Fantasy and Horror	teen & adult	978 0 19 4792646					2008		Y	
OBW6	Oxford U. Press	Night Without End	Alistair MacLean, Retold by Margaret Naudi	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	26,720 		A		Y	9 	F	Thriller and Adventure	teen & adult	978 0 19 4792653					2008		Y	
OBW6	Oxford U. Press	Oliver Twist	Charles Dickens, Retold by Richard Rogers	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	26,560 		A		Y	9 	F	Classics	teen & adult	978 0 19 4792660	978 0 19 479348 3	9780194621236			2008		Y	Audio-BrE
OBW6	Oxford U. Press	Passage to India, A	E. M. Forster, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	29,773 		A		S	9 	F	Classics	teen & adult	978 0 19 4792714					2008		Y	
OBW6	Oxford U. Press	Pride and Prejudice	Jane Austen, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	29,455 		A		Y	9 	F	Classics	teen & adult	978 0 19 4792677	978 0 19 479349 0	9780194621243			2008		Y	Audio-BrE
OBW6	Oxford U. Press	Tess of the d'Urbervilles	Thomas Hardy, Retold by Clare West	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	33,060 		A		Y	9 	F	Classics	teen & adult	978 0 19 4792684	978 0 19 479350 6	9780194621250			2008		Y	Audio-BrE
OBW6	Oxford U. Press	Vanity Fair	William Thackeray, Retold by Diane Mowat	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	32,940 		A		Y	9 	F	Classics	teen & adult	978 0 19 4792691 9780194614467 (new artwork)	978 0 19 479462 6				2008		Y	Audio-BrE
OBW6	Oxford U. Press	Woman in White, The	Wilkie Collins, Retold by Richard G. Lewis	Oxford Bookworms Library	Stage 6	2,500 	Advanced (E)	B2/C1	5.5-6.0	31,770 		A		Y	9 	F	Fantasy and Horror	teen & adult	978 0 19 4792707		9780194638135			2008		Y	Audio-BrE
OBC	Oxford U. Press	Bronze	Multiple	Oxford Bookworms Club	Stages 1 & 2	400 & 700	Elementary (E)							N		F	Mix of different genres	Older Teen & Adult	9780194720007	not available				2007		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBC	Oxford U. Press	Silver	Multiple	Oxford Bookworms Club	Stages 2 & 3	700 & 1,000	Elementary (H)							N		F	Mix of different genres	Older Teen & Adult	9780194720014	not available				2007		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBC	Oxford U. Press	Gold	Multiple	Oxford Bookworms Club	Stages 3 & 4	1,000 & 1,400	Intermediate (E)							N		F	Mix of different genres	Older Teen & Adult	9780194720021	not available				2007		Y	LLLA Finalist 2008; Seven stories with introductions & activities - for reading or for use in Reading Circles 
OBC	Oxford U. Press	Platinum	Multiple	Oxford Bookworms Club	Stages 4 & 5	1,400 & 1,800	Intermediate (H)							N		F	Mix of different genres	Older Teen & Adult	9780194720076	not available				2009		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBC	Oxford U. Press	Pearl	Multiple	Oxford Bookworms Club	Stages 2 & 3	700 & 1,000	Elementary (H)							N		F	Mix of different genres	Older Teen & Adult	9780194720045	not available				2011		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBC	Oxford U. Press	Coral	Multiple	Oxford Bookworms Club	Stages 3 & 4	1,000 & 1,400	Intermediate (E)							N		F	Mix of different genres	Older Teen & Adult	9780194720052	not available				2011		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBC	Oxford U. Press	Ruby	Multiple	Oxford Bookworms Club	Stages 4 & 5	1,400 & 1,800	Intermediate (H)							N		F	Mix of different genres	Older Teen & Adult	9780194720069	not available				2011		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBC	Oxford U. Press	Diamond	Multiple	Oxford Bookworms Club	Stages 5 & 6	1,800 & 2,500	Upper Int. (E)							N		F	Mix of different genres	Older Teen & Adult	9780194720083	not available				2009		Y	Seven stories with introductions & activities - for reading or for use in Reading Circles
OBCN	Oxford U. Press	And All for Love	Maeve Binchy, Edith Wharton, Virginia Woolf, James Joyce, H.E. Bates, Graham Greene, Fay Weldon, Patricia Highsmith, John Morrison, Somerset Maugham	Oxford Bookworms Collection	Advanced	unadapted texts	Advanced	C2	6.0-7.0	33,000 				N		F	Love	Adult	9780194228169	not available				2001		Y	Short stories selected for advanced learners: texts are not abridged/adapted; notes & activities included
OBCN	Oxford U. Press	Crime Never Pays	Agatha Christie, Ruth Rendell, Graham Greene, Angela Noel, Dorothy L. Sayers, Sir Arthur Conan Doyle, Margery Allingham, Patricia Highsmith	Oxford Bookworms Collection	Advanced	unadapted texts	Advanced	C2	6.0-7.0	31,500 				N		F	Murder Mystery	Adult	9780194226936	not available				1993		Y	Short stories selected for advanced learners: texts are not abridged/adapted; notes & activities included
OBCN	Oxford U. Press	Eye of Childhood, The	John Updike, Graham Greene, William Boyd, Susan Hill, D.H Lawrence, Saki, Penelope Lively, Bernard MacLaverty, Frank Tuohy, Morley Callaghan	Oxford Bookworms Collection	Advanced	unadapted texts	Advanced	C2	6.0-7.0	35,000 				N		F	Human Interest	Adult	9780194228138	not available				2000		Y	Short stories selected for advanced learners: texts are not abridged/adapted; notes & activities included
OBCN	Oxford U. Press	From the Cradle to the Grave	Evelyn Waugh, Roald Dahl, Somerset Maugham, Saki, Frank Sargeson, Raymond Carver, H.E. Bates, Susan Hill	Oxford Bookworms Collection	Advanced	unadapted texts	Advanced	C2	6.0-7.0	32,500 				N		F	Human Interest	Adult	9780194226929	not available				1993		Y	Short stories selected for advanced learners: texts are not abridged/adapted; notes & activities included
OBCN	Oxford U. Press	Tangled Web, A	Ray Bradbury, Roald Dahl, Somerset Maugham, Frederick Forsyth, Clare Boylan, Paul Theroux, Oscar Wilde, Joanna Trollope	Oxford Bookworms Collection	Advanced	unadapted texts	Advanced	C2	6.0-7.0	31,200 				N		F	Human Interest & Deception	Adult	9780194228145	not available				2005		Y	Short stories selected for advanced learners: texts are not abridged/adapted; notes & activities included
OBCN	Oxford U. Press	Window on the Universe, A	Ray Bradbury, Bill Brown, Philip K. Dick, Arthur C.Clarke, Jerome Bixby, Isaac Asimov, Brian Aldiss, Roald Dahl, John Wyndham	Oxford Bookworms Collection	Advanced	unadapted texts	Advanced	C2	6.0-7.0	41,000 				N		F	Sci-Fi & Futuristic	Adult	9780194226943	not available				1995		Y	Short stories selected for advanced learners: texts are not abridged/adapted; notes & activities included
OCT1	Oxford U. Press	Enormous Turnip, The	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	346 		A	24	Y	0 	F	Classic Tale	Primary	9780194238663	9780194238694	9780194002745			2012		Y	e-book with audio on CD-rom
OCT1		Lazy Grasshopper, The		Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	554 		A	24		0 	F		Primary	9780194239813	9780194239837	9780194004237				2014	Y	
OCT1	Oxford U. Press	Little Red Hen, The	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	506 		A	24	Y	0 	F	Classic Tale	Primary	9780194238700	9780194238731	9780194008242			2012		Y	e-book with audio on CD-rom, LLLA Finalist 2005
OCT1	Oxford U. Press	Lownu Mends the Sky	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	611		A	24	Y	0 	F	Classic Tale (Chinese)	Primary	9780194238502	9780194238533	9780194004725			2012		Y	e-book with audio on CD-rom
OCT1	Oxford U. Press	Magic Cooking Pot, The	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	562 		A	24	Y	0 	F	Classic Tale	Primary	9780194238748	9780194238779	9780194010023			2012		Y	e-book with audio on CD-rom
OCT1		Magpie & the Farmers Milk, The		Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	491 		A	24		0 	F		Primary	9780194239882	9780194239905	9780194004749				2014	Y	
OCT1	Oxford U. Press	Mansour and the Donkey	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	643		A	24	Y	0 	F	Classic Tale (Moroccan)	Primary	9780194238540	9780194238571	9780194008167			2012		Y	LLLA Finalist 2012; e-book with audio on CD-rom
OCT1	Oxford U. Press	Peach Boy	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	564		A	24	Y	0 	F	Classic Tale (Japanese)	Primary	9780194238588	9780194238618	9780194008181			2012		Y	Retelling of the famous Japanese tale of Momotaro; e-book with audio on CD-rom
OCT1	Oxford U. Press	Princess and the Pea, The	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	584		A	24	Y	0 	F	Classic Tale	Primary	9780194238786	9780194238816	9780194013949			2012		Y	e-book with audio on CD-rom, LLLA Finalist 2008
OCT1	Oxford U. Press	Rumplestiltskin	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	629 		A	24	Y	0 	F	Classic Tale	Primary	9780194238625	9780194238656	9780194008204			2012		Y	e-book with audio on CD-rom
OCT1	Oxford U. Press	Shoemaker and the Elves, The	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	527 		A	24	Y	0 	F	Classic Tale	Primary	9780194238823	9780194238854	9780194008228			2012		Y	e-book with audio on CD-rom
OCT1	Oxford U. Press	Three Billy-Goats	Sue Arengo	Classic Tales 2nd Edition	Level 1	100 	Beginner (E)	A1	0.7	444 		A	24	Y	0 	F	Classic Tale	Primary	9780194238861	9780194238892	9780194013963			2012		Y	e-book with audio on CD-rom, LLLA Finalist 2004
OCT2	Oxford U. Press	Amrita and the Trees	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	717		A	24	Y	0 	F	Classic Tale (Indian)	Primary	9780194238908	9780194238939	9780194014007			2012		Y	e-book with audio on CD-rom, LLLA Finalist 2009
OCT2	Oxford U. Press	Big Baby Finn	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	619		A	24	Y	0 	F	Classic Tale (Irish)	Primary	9780194238946	9780194238977	9780194014021			2012		Y	e-book with audio on CD-rom, LLLA Finalist 2009
OCT2	Oxford U. Press	Fisherman and his Wife, The	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	878 		A	24	Y	0 	F	Classic Tale	Primary	9780194239028	9780194239059	9780194014083			2012		Y	e-book with audio on CD-rom
OCT2	Oxford U. Press	Gingerbread Man, The	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	675 		A	24	Y	0 	F	Classic Tale	Primary	9780194239066	9780194239097	9780194014106			2012		Y	e-book with audio on CD-rom
OCT2	Oxford U. Press	Jack and the Beanstalk	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	712 		A	24	Y	0 	F	Classic Tale	Primary	9780194238984	9780194239011	9780194014045			2012		Y	e-book with audio on CD-rom
OCT2		King Arthur and the Sword		Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	832 		A	24		0 	F			9780194239899	9780194239912	9780194014304				2014	Y	
OCT2		Rainforest Boy		Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	760 		A	24		0 	F			9780194239806	9780194239820	9780194014069				2013	Y	
OCT2	Oxford U. Press	Thumbelina	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	702 		A	24	Y	0 	F	Classic Tale	Primary	9780194239189	9780194239219	9780194014144			2012		Y	e-book with audio on CD-rom, LLLA WINNER 2006
OCT2	Oxford U. Press	Town Mouse and the Country Mouse, The	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	662 		A	24	Y	0 	F	Classic Tale	Primary	9780194239103	9780194239134	9780194013987			2012		Y	e-book with audio on CD-rom
OCT2	Oxford U. Press	Ugly Duckling, The	Sue Arengo	Classic Tales 2nd Edition	Level 2	150 	Beginner (M)	A1	0.8	689 		A	24	Y	0 	F	Classic Tale	Primary	9780194239141	9780194239172	9780194014120			2012		Y	e-book with audio on CD-rom
OCT3	Oxford U. Press	Aladdin	Sue Arengo	Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	1,229 		A	24	Y	1 	F	Classic Tale	Primary	9780194239226	9780194239257	9780194014168			2012		Y	e-book with audio on CD-rom
OCT3		Bambi and the Prince of the Forest		Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	1,270 		A	24						9780194100205	9780194100175				2016			
OCT3	Oxford U. Press	Goldilocks and the Three Bears	Sue Arengo	Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	892 		A	24	Y	1 	F	Classic Tale	Primary	9780194239264	9780194239295	9780194014205			2012		Y	e-book with audio on CD-rom
OCT3	Oxford U. Press	Heron and the Hummingbird, The	Sue Arengo	Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	862 		A	24	Y	1 	F	Classic Tale (Native American)	Primary	9780194239738	9780194239752	9780194014229			2013		Y	LLLA FINALIST 2014; e-book with audio on CD-rom. 
OCT3	Oxford U. Press	Little Mermaid, The	Sue Arengo	Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	1,214 		A	24	Y	1 	F	Classic Tale	Primary	9780194239349	9780194239370	9780194014281			2012		Y	e-book with audio on CD-rom
OCT3	Oxford U. Press	Little Red Riding Hood	Sue Arengo	Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	1,151 		A	24	Y	1 	F	Classic Tale	Primary	9780194239301	9780194239332	9780194014243			2012		Y	e-book with audio on CD-rom
OCT3	Oxford U. Press	Rapunzel	Sue Arengo	Classic Tales 2nd Edition	Level 3	200 	Beginner (M)	A1	0.9	1,172 		A	24	Y	1 	F	Classic Tale	Primary	9780194423972	9780194239745	9780194014267			2013		Y	e-book with audio on CD-rom.
OCT4	Oxford U. Press	Cinderella	Sue Arengo	Classic Tales 2nd Edition	Level 4	300 	Beginner (H)	A1/A2	1.0	1,654 		A	24	Y	2 	F	Classic Tale	Primary	9780194239424	9780194239455	9780194014359			2012		Y	e-book with audio on CD-rom
OCT4		Don Quixote: Adventures of a Spanish Knight		Classic Tales 2nd Edition	Level 4	300 	Beginner (H)	A1/A2	1.0	1,670 		A	24						9780194100274	9780194100243					2016		
OCT4	Oxford U. Press	Goose Girl, The	Sue Arengo	Classic Tales 2nd Edition	Level 4	300 	Beginner (H)	A1/A2	1.0	1,529 		A	24	Y	2 	F	Classic Tale	Primary	9780194239462	9780194239493	9780194014410			2012		Y	e-book with audio on CD-rom, LLLA Finalist 2007
OCT4	Oxford U. Press	Sleeping Beauty	Sue Arengo	Classic Tales 2nd Edition	Level 4	300 	Beginner (H)	A1/A2	1.0	1,501 		A	24	Y	2 	F	Classic Tale	Primary	9780194239547	9780194239578	9780194014373			2012		Y	e-book with audio on CD-rom
OCT4	Oxford U. Press	Twelve Dancing Princesses, The	Sue Arengo	Classic Tales 2nd Edition	Level 4	300 	Beginner (H)	A1/A2	1.0	1,529 		A	24	Y	2 	F	Classic Tale	Primary	9780194239660	9780194239691	9780194014397			2012		Y	e-book with audio on CD-rom. LLLA Finalist 2007
OCT5	Oxford U. Press	Beauty and the Beast	Sue Arengo	Classic Tales 2nd Edition	Level 5	400 	Elementary (E)	A2/B1	1.4	3,033 		A	32	Y	3 	F	Classic Tale	Primary	9780194239387	9780194239417	9780194014335			2012		Y	e-book with audio on CD-rom
OCT5	Oxford U. Press	Magic Brocade, The	Sue Arengo	Classic Tales 2nd Edition	Level 5	400 	Elementary (E)	A2/B1	1.4	2,515		A	32	Y	3 	F	Classic Tale (Chinese)	Primary	9780194239622	9780194239653	9780194014472			2012		Y	e-book with audio on CD-rom. LLLA WINNER 2010
OCT5	Oxford U. Press	Pinocchio	Sue Arengo	Classic Tales 2nd Edition	Level 5	400 	Elementary (E)	A2/B1	1.4	2,745		A	32	Y	3 	F	Classic Tale	Primary	9780194239509	9780194239530	9780194014434			2012		Y	e-book with audio on CD-rom. LLLA Finalist 2010
OCT5	Oxford U. Press	Snow White and the Seven Dwarfs	Sue Arengo	Classic Tales 2nd Edition	Level 5	400 	Elementary (E)	A2/B1	1.4	2,420 		A	32	Y	3 	F	Classic Tale	Primary	9780194239585	9780194239615	9780194014458			2012		Y	e-book with audio on CD-rom
OCARb	Oxford U. Press	How the Earth Gets Its Shape		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430956-1							Y	
OCARb	Oxford U. Press	Inside the Human Body		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430953-0							Y	
OCARb	Oxford U. Press	Letters from Canada and Mexico		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430951-6							Y	
OCARb	Oxford U. Press	Math Every Day		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430958-5							Y	
OCARb	Oxford U. Press	Measurement All Over the World		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430959-2							Y	
OCARb	Oxford U. Press	Science Lab		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430955-4							Y	
OCARb	Oxford U. Press	The Computer Age		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430960-8							Y	
OCARb	Oxford U. Press	The Weather		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430957-8							Y	
OCARb	Oxford U. Press	Two Villages: Two Hundred Years Apart		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430952-3							Y	
OCARb	Oxford U. Press	Use Your Senses		Content Area Readers	beginner								24	N		NF		Children	978-0-19-430954-7							Y	
ODRS	Oxford U. Press	Baby Animals	Richard Northcott	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	72 		A	18	N				Primary	978-0-19-440081-7					2005		Y	Audio CD available
ODRS	Oxford U. Press	Day with Baby, A	Di Taylor	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	60 		A	18	N				Primary	978-0-19-440078-7					2005		Y	Audio CD available
ODRS	Oxford U. Press	Doctor, Doctor	Mary Rose	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	54 		A	18	N				Primary	978-0-19-440075-6					2005		Y	Audio CD available
